0,57	0,56651237	0,563354914	0,573371773
0,57	0,563354914	0,573371773	0,571409573
0,56	0,573371773	0,571409573	0,586161878
0,57	0,571409573	0,586161878	0,599521797
0,57	0,586161878	0,599521797	0,636018253
0,59	0,599521797	0,636018253	0,632985135
0,60	0,636018253	0,632985135	0,611028741
0,64	0,632985135	0,611028741	0,619432989
0,63	0,611028741	0,619432989	0,637556702
0,61	0,619432989	0,637556702	0,571887285
0,62	0,637556702	0,571887285	0,572133043
0,64	0,571887285	0,572133043	0,647711498
0,57	0,572133043	0,647711498	0,717685304
0,57	0,647711498	0,717685304	0,673176365
0,65	0,717685304	0,673176365	0,626245434
0,72	0,673176365	0,626245434	0,638404545
0,67	0,626245434	0,638404545	0,61854384
